Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,147.72000122070312,148.9499969482422,144.39999389648438,145.7899932861328,141.3021240234375,625000
2017-01-04,145.92999267578125,149.94000244140625,145.49000549316406,149.41000366210938,144.8106689453125,649000
2017-01-05,149.0500030517578,149.97000122070312,145.5399932861328,147.5800018310547,143.03701782226562,418700
2017-01-06,148.10000610351562,148.8000030517578,146.19000244140625,147.25,142.7171630859375,455900
2017-01-09,145.77999877929688,147.0,143.02999877929688,143.42999267578125,139.01480102539062,463100
2017-01-10,143.42999267578125,144.16000366210938,142.52999877929688,143.27000427246094,138.85972595214844,541900
2017-01-11,143.1999969482422,145.25,142.75,145.22000122070312,140.74966430664062,500100
2017-01-12,144.27999877929688,144.60000610351562,140.85000610351562,143.5800018310547,139.16015625,565600
2017-01-13,144.3300018310547,146.42999267578125,143.25999450683594,143.52999877929688,139.1116943359375,495600
2017-01-17,142.72000122070312,143.52000427246094,141.2100067138672,141.38999938964844,137.03756713867188,937600
2017-01-18,141.72000122070312,142.0800018310547,139.52000427246094,142.02999877929688,137.65786743164062,981600
2017-01-19,142.1999969482422,143.22000122070312,140.75,141.33999633789062,136.9890899658203,344000
2017-01-20,142.10000610351562,143.67999267578125,142.10000610351562,143.49000549316406,139.0729522705078,383100
2017-01-23,142.7899932861328,143.77999877929688,141.5800018310547,142.86000061035156,138.46231079101562,570500
2017-01-24,143.85000610351562,146.16000366210938,143.39999389648438,144.86000061035156,140.40074157714844,556800
2017-01-25,145.9600067138672,146.36000061035156,144.1199951171875,145.6999969482422,141.21490478515625,589000
2017-01-26,146.49000549316406,146.49000549316406,143.4199981689453,144.47000122070312,140.0227813720703,755200
2017-01-27,144.05999755859375,144.75,142.1999969482422,144.4499969482422,140.00341796875,549700
2017-01-30,144.17999267578125,151.82000732421875,143.07000732421875,151.32000732421875,146.6619110107422,1380300
2017-01-31,152.22999572753906,153.58999633789062,150.1999969482422,152.36000061035156,147.6698760986328,1065800
2017-02-01,153.5800018310547,157.1199951171875,152.2100067138672,156.5800018310547,151.760009765625,1081500
2017-02-02,155.1300048828125,157.02999877929688,154.22999572753906,154.9600067138672,150.18984985351562,826800
2017-02-03,157.89999389648438,158.89999389648438,156.60000610351562,158.1300048828125,153.26226806640625,1156300
2017-02-06,157.0,159.24000549316406,157.0,157.64999389648438,152.79702758789062,651900
2017-02-07,158.97000122070312,161.11000061035156,158.7100067138672,160.5399932861328,155.79571533203125,724100
2017-02-08,160.05999755859375,161.6999969482422,159.1199951171875,161.49000549316406,156.71763610839844,732800
2017-02-09,162.72000122070312,164.3000030517578,161.19000244140625,163.86000061035156,159.01763916015625,785000
2017-02-10,165.0,168.1699981689453,164.07000732421875,167.6199951171875,162.66648864746094,713300
2017-02-13,168.5,168.91000366210938,166.67999267578125,167.32000732421875,162.37539672851562,418300
2017-02-14,166.5399932861328,167.94000244140625,166.25999450683594,167.67999267578125,162.72471618652344,582500
2017-02-15,168.0,170.6999969482422,167.8000030517578,170.3300018310547,165.29641723632812,566900
2017-02-16,170.47000122070312,170.6999969482422,167.33999633789062,167.89999389648438,162.93821716308594,433900
2017-02-17,166.32000732421875,169.3300018310547,165.6300048828125,168.4199981689453,163.4428253173828,347800
2017-02-21,168.75,171.17999267578125,168.75,170.91000366210938,165.8592987060547,378400
2017-02-22,169.6699981689453,170.83999633789062,168.75999450683594,169.4199981689453,164.41331481933594,436800
2017-02-23,169.8699951171875,170.35000610351562,167.88999938964844,169.25999450683594,164.2580108642578,346900
2017-02-24,167.97999572753906,168.49000549316406,166.0500030517578,168.02999877929688,163.0643768310547,472700
2017-02-27,167.92999267578125,169.58999633789062,167.02999877929688,168.9600067138672,163.96690368652344,344800
2017-02-28,168.27000427246094,169.22000122070312,166.41000366210938,167.92999267578125,162.96731567382812,445500
2017-03-01,171.11000061035156,171.64999389648438,168.74000549316406,169.30999755859375,164.3065643310547,397600
2017-03-02,169.64999389648438,169.9499969482422,167.14999389648438,168.1999969482422,163.2293701171875,463600
2017-03-03,168.52000427246094,170.2899932861328,168.07000732421875,168.75,163.7631072998047,439200
2017-03-06,166.8000030517578,168.57000732421875,166.3300018310547,167.19000244140625,162.2491912841797,447200
2017-03-07,166.55999755859375,167.86000061035156,165.72999572753906,166.55999755859375,161.63783264160156,364100
2017-03-08,167.92999267578125,169.61000061035156,166.14999389648438,166.35000610351562,161.43406677246094,273600
2017-03-09,167.24000549316406,167.89999389648438,164.24000549316406,165.3000030517578,160.41505432128906,399100
2017-03-10,166.66000366210938,166.9199981689453,163.66000366210938,163.89999389648438,159.05642700195312,553500
2017-03-13,164.0,164.3800048828125,162.27999877929688,163.8000030517578,158.95936584472656,622700
2017-03-14,163.05999755859375,164.6300048828125,161.38999938964844,164.2899932861328,159.43487548828125,309800
2017-03-15,165.5399932861328,166.80999755859375,163.5500030517578,165.86000061035156,160.95852661132812,492700
2017-03-16,166.82000732421875,168.49000549316406,165.8000030517578,166.0,161.09434509277344,306300
2017-03-17,166.47000122070312,166.47000122070312,162.47000122070312,162.80999755859375,157.9986572265625,819600
2017-03-20,162.94000244140625,163.63999938964844,160.8000030517578,162.02999877929688,157.24171447753906,404600
2017-03-21,163.52000427246094,163.52000427246094,158.4499969482422,159.2899932861328,154.5826416015625,455800
2017-03-22,158.58999633789062,160.24000549316406,157.47999572753906,159.22000122070312,154.5147247314453,394300
2017-03-23,159.2899932861328,161.13999938964844,158.10000610351562,158.88999938964844,154.19451904296875,273300
2017-03-24,159.39999389648438,160.91000366210938,157.97999572753906,158.86000061035156,154.16539001464844,303800
2017-03-27,156.14999389648438,159.24000549316406,155.27000427246094,159.0,154.30125427246094,312700
2017-03-28,158.8300018310547,164.85000610351562,158.1699981689453,163.6999969482422,158.86231994628906,460500
2017-03-29,162.86000061035156,163.66000366210938,160.6199951171875,162.8699951171875,158.05686950683594,372100
2017-03-30,162.16000366210938,164.38999938964844,162.0399932861328,163.94000244140625,159.09527587890625,287600
2017-03-31,163.2899932861328,164.92999267578125,162.83999633789062,163.94000244140625,159.09527587890625,380900
2017-04-03,164.24000549316406,164.97999572753906,161.1199951171875,162.97000122070312,158.15396118164062,393000
2017-04-04,161.86000061035156,163.1999969482422,159.3800048828125,160.08999633789062,155.35899353027344,357900
2017-04-05,161.30999755859375,162.67999267578125,158.83999633789062,159.1999969482422,154.4953155517578,279700
2017-04-06,159.35000610351562,161.75999450683594,158.72999572753906,160.6300048828125,155.88307189941406,258300
2017-04-07,159.47000122070312,161.91000366210938,159.47000122070312,160.80999755859375,156.05776977539062,322000
2017-04-10,160.4600067138672,161.99000549316406,159.77000427246094,161.19000244140625,156.42652893066406,260600
2017-04-11,160.6199951171875,162.6699981689453,159.17999267578125,162.6199951171875,157.81423950195312,296200
2017-04-12,163.1699981689453,163.4199981689453,161.19000244140625,162.25,157.45521545410156,288400
2017-04-13,161.44000244140625,163.77000427246094,160.66000366210938,161.27999877929688,156.5138397216797,294100
2017-04-17,161.47000122070312,164.13999938964844,161.47000122070312,163.94000244140625,159.09527587890625,230300
2017-04-18,162.39999389648438,163.39999389648438,160.32000732421875,161.7899932861328,157.00877380371094,324800
2017-04-19,163.1199951171875,164.30999755859375,162.27000427246094,162.77000427246094,157.95982360839844,289300
2017-04-20,163.9199981689453,165.0,162.38999938964844,164.5800018310547,159.71636962890625,249700
2017-04-21,164.17999267578125,164.99000549316406,162.9499969482422,163.30999755859375,158.48385620117188,219200
2017-04-24,167.11000061035156,167.25999450683594,164.75999450683594,166.4499969482422,161.53109741210938,299600
2017-04-25,166.8699951171875,168.58999633789062,164.67999267578125,166.1199951171875,161.2108154296875,305400
2017-04-26,166.17999267578125,167.6199951171875,165.7899932861328,165.92999267578125,161.02642822265625,184200
2017-04-27,166.6300048828125,166.6300048828125,163.97000122070312,165.6699981689453,160.77410888671875,239300
2017-04-28,165.52999877929688,166.38999938964844,163.99000549316406,165.58999633789062,160.6964569091797,361900
2017-05-01,162.0,162.5,155.2100067138672,155.83999633789062,151.234619140625,1179400
2017-05-02,155.22999572753906,157.1199951171875,152.6699981689453,154.7899932861328,150.2156982421875,1066800
2017-05-03,154.0500030517578,155.85000610351562,152.94000244140625,155.30999755859375,150.7202606201172,472700
2017-05-04,155.3699951171875,157.1999969482422,154.3300018310547,155.42999267578125,150.8367156982422,486900
2017-05-05,156.0399932861328,156.30999755859375,154.3300018310547,154.7100067138672,150.13800048828125,627300
2017-05-08,154.8300018310547,155.33999633789062,152.80999755859375,154.0399932861328,149.48782348632812,525500
2017-05-09,153.3699951171875,154.6300048828125,152.33999633789062,154.0,149.64324951171875,563100
2017-05-10,154.0,154.2100067138672,152.97999572753906,154.0399932861328,149.6821746826172,484000
2017-05-11,153.0500030517578,153.8000030517578,150.52000427246094,152.4199981689453,148.10797119140625,588200
2017-05-12,152.0500030517578,154.02999877929688,151.8800048828125,153.5800018310547,149.23519897460938,477000
2017-05-15,154.0399932861328,155.3800048828125,154.00999450683594,154.75,150.37208557128906,295000
2017-05-16,154.89999389648438,154.89999389648438,152.97000122070312,154.5500030517578,150.177734375,380400
2017-05-17,154.5500030517578,154.5500030517578,150.4499969482422,151.0800018310547,146.80589294433594,718600
2017-05-18,150.89999389648438,151.72999572753906,148.80999755859375,149.50999450683594,145.2803192138672,865200
2017-05-19,149.61000061035156,153.11000061035156,149.0800018310547,152.69000244140625,148.370361328125,681300
2017-05-22,153.27000427246094,154.75,152.35000610351562,153.97999572753906,149.6238250732422,312700
2017-05-23,153.91000366210938,153.91000366210938,151.97000122070312,152.66000366210938,148.34120178222656,419200
2017-05-24,152.67999267578125,153.10000610351562,151.38999938964844,152.5,148.1857147216797,447700
2017-05-25,153.41000366210938,154.25999450683594,152.6300048828125,154.0,149.64324951171875,499700
2017-05-26,153.60000610351562,154.57000732421875,153.16000366210938,153.9199981689453,149.56556701660156,442900
2017-05-30,153.52000427246094,154.25,152.8000030517578,153.02000427246094,148.69100952148438,508900
2017-05-31,153.3300018310547,154.13999938964844,152.16000366210938,153.85000610351562,149.49752807617188,557600
2017-06-01,154.24000549316406,161.7100067138672,153.72000122070312,160.33999633789062,155.8039093017578,804700
2017-06-02,160.00999450683594,161.6300048828125,159.16000366210938,161.0,156.44522094726562,759300
2017-06-05,159.3699951171875,165.97000122070312,159.3699951171875,161.99000549316406,157.40725708007812,990200
2017-06-06,160.6699981689453,161.6999969482422,158.57000732421875,159.85000610351562,155.3278045654297,616300
2017-06-07,160.27000427246094,161.00999450683594,159.07000732421875,160.50999450683594,155.9691162109375,557300
2017-06-08,160.50999450683594,162.10000610351562,159.5,159.77000427246094,155.2500762939453,481500
2017-06-09,160.97999572753906,163.00999450683594,159.85000610351562,162.49000549316406,157.89312744140625,337500
2017-06-12,162.2899932861328,163.5,161.9499969482422,162.14999389648438,157.56271362304688,400900
2017-06-13,162.6999969482422,162.88999938964844,159.9199981689453,161.85000610351562,157.27122497558594,313900
2017-06-14,161.17999267578125,163.44000244140625,160.1300048828125,163.25,158.63160705566406,312100
2017-06-15,161.77000427246094,163.6300048828125,161.08999633789062,163.0,158.388671875,304600
2017-06-16,163.35000610351562,164.92999267578125,162.17999267578125,164.25,159.6033172607422,492800
2017-06-19,165.2899932861328,166.5399932861328,163.67999267578125,166.3699951171875,161.66334533691406,754300
2017-06-20,166.1300048828125,166.47999572753906,165.11000061035156,165.6199951171875,160.93453979492188,339100
2017-06-21,165.77000427246094,165.77000427246094,161.25,161.86000061035156,157.28091430664062,394200
2017-06-22,161.22000122070312,163.25999450683594,159.2899932861328,162.0500030517578,157.46559143066406,328100
2017-06-23,162.36000061035156,162.99000549316406,160.33999633789062,161.27000427246094,156.70762634277344,1278900
2017-06-26,162.33999633789062,165.0,161.52000427246094,162.36000061035156,157.76681518554688,287500
2017-06-27,163.3300018310547,163.89999389648438,161.7100067138672,162.7100067138672,158.1068572998047,268100
2017-06-28,164.1199951171875,166.9499969482422,163.2899932861328,165.94000244140625,161.2454833984375,429900
2017-06-29,168.38999938964844,169.16000366210938,164.11000061035156,165.00999450683594,160.34181213378906,464000
2017-06-30,166.10000610351562,167.60000610351562,165.7899932861328,165.86000061035156,161.1677703857422,318200
2017-07-03,167.47000122070312,169.97999572753906,167.3800048828125,168.32000732421875,163.5581512451172,226800
2017-07-05,169.22999572753906,171.58999633789062,168.08999633789062,170.2899932861328,165.47244262695312,508300
2017-07-06,169.9199981689453,170.47999572753906,166.02999877929688,166.17999267578125,161.47869873046875,543200
2017-07-07,167.16000366210938,170.80999755859375,167.16000366210938,169.8699951171875,165.06431579589844,378000
2017-07-10,169.69000244140625,174.02999877929688,169.0,172.7100067138672,167.82400512695312,474700
2017-07-11,172.91000366210938,173.44000244140625,170.32000732421875,171.64999389648438,166.79396057128906,325000
2017-07-12,172.2899932861328,174.77999877929688,171.7100067138672,174.02999877929688,169.10662841796875,468600
2017-07-13,174.47000122070312,175.60000610351562,172.77999877929688,175.14999389648438,170.19493103027344,404700
2017-07-14,174.5500030517578,176.11000061035156,174.35000610351562,175.52999877929688,170.56419372558594,331500
2017-07-17,175.99000549316406,176.74000549316406,175.5399932861328,176.3000030517578,171.31240844726562,241300
2017-07-18,175.8800048828125,177.5399932861328,175.0800018310547,176.99000549316406,171.98289489746094,263100
2017-07-19,177.41000366210938,177.86000061035156,176.7100067138672,176.99000549316406,171.98289489746094,356200
2017-07-20,177.6999969482422,179.80999755859375,177.27999877929688,177.91000366210938,172.87686157226562,429700
2017-07-21,177.75,179.0800018310547,176.7899932861328,178.35000610351562,173.3043975830078,213100
2017-07-24,178.0,180.1699981689453,178.0,179.0500030517578,173.98464965820312,242200
2017-07-25,180.97000122070312,182.6699981689453,179.83999633789062,181.4600067138672,176.32647705078125,265300
2017-07-26,181.57000732421875,182.66000366210938,180.33999633789062,181.58999633789062,176.4527587890625,281800
2017-07-27,184.22000122070312,184.7100067138672,177.6300048828125,178.83999633789062,173.78053283691406,472400
2017-07-28,178.3699951171875,180.61000061035156,177.00999450683594,178.64999389648438,173.59591674804688,404600
2017-07-31,178.9499969482422,186.4600067138672,177.02999877929688,185.8300018310547,180.57278442382812,581000
2017-08-01,187.0800018310547,187.0800018310547,184.82000732421875,185.97999572753906,180.7185821533203,384000
2017-08-02,185.0800018310547,185.8000030517578,180.1199951171875,180.6699981689453,175.55877685546875,380500
